VERSION 10100 -- Tue Jan 15 19:35:09 2002 UTC -- created by alex on q from file /net/q/u/alex/kepler/sgrid/s22/s22#presn
  grid    cell outer total mass        cell outer radius      cell outer velocity             cell density         cell temperature            cell pressure     cell specific energy    cell specific entropy    cell angular velocity               cell A_bar                 cell Y_e       stability   NETWORK                 neutrons                       H1                      He3                      He4                      C12                      N14                      O16                     Ne20                     Mg24                     Si28                      S32                     Ar36                     Ca40                     Ti44                     Cr48                     Fe52                     Fe54                     Ni56                     Fe56                     'Fe'
  11:    1.0443300000000121E+32   1.6054570134598883E+07  -1.3407875167469203E+07   5.5425212070543756E+09   7.3998073225630722E+09   4.2097445811449038E+27   2.1170075625123942E+18   7.2505303700268009E-01   0.0000000000000000E+00   5.2684794237301048E+01   4.3965911977825689E-01       radiative       NSE   3.2706457765624717E-04   5.9350270092092832E-06                      ---   3.0696879376023939E-03                      ---                      ---   0.0000000000000000E+00                      ---   2.1240463844203604E-07   3.0528917849731778E-08   2.1755928723930887E-05   1.2627366001555494E-05   3.7953453836294494E-05   2.1005439874827729E-03   1.7432992955768284E-01                      ---   1.1128546687199160E-04   1.7174191541666396E-09   2.4653782533934272E-03   8.1751754990666325E-01
  12:    1.1935200000000007E+32   1.6864245024284758E+07  -1.4082011834363937E+07   5.4113199203578920E+09   7.4110067928433332E+09   4.0854981646439814E+27   2.1038022326739264E+18   7.3036593477033940E-01   0.0000000000000000E+00   5.2526933907933440E+01   4.3991282529151871E-01       radiative       NSE   3.3245255378818508E-04   6.4602069200480599E-06                      ---   3.2481847378900285E-03                      ---                      ---   0.0000000000000000E+00                      ---   2.3183555240539706E-07   3.5405521218071692E-08   2.3612466894937656E-05   1.3700368736119850E-05   3.9696473233173203E-05   2.1264498657947613E-03   1.7372986658862175E-01                      ---   1.2580940435431446E-04   2.0984308624455333E-09   2.6939585667713952E-03   8.1765949073655231E-01
  13:    1.3685695999999836E+32   1.7745616924526826E+07  -1.4815540080259204E+07   5.2766518908447399E+09   7.4223219257192144E+09   3.9587658970477939E+27   2.0900179875478595E+18   7.3598848550131224E-01   0.0000000000000000E+00   5.2358701061265684E+01   4.4017599536772134E-01       radiative       NSE   3.3803326899674128E-04   7.0511174964797739E-06                      ---   3.4432666529990059E-03                      ---                      ---   0.0000000000000000E+00                      ---   2.5361909440111564E-07   4.1241696385875483E-08   2.5685835630659939E-05   1.4896415143347178E-05   4.1556871397874844E-05   2.1525357288812276E-03   1.7308129383321058E-01                      ---   1.4272196507660482E-04   2.5791953733477863E-09   2.9506161758121041E-03   8.1780199051568869E-01
  14:    1.5436192000000587E+32   1.8567603128627233E+07  -1.5499353421393782E+07   5.1397622354518175E+09   7.4335928984286346E+09   3.8307864049442670E+27   2.0757567914716242E+18   7.4188765354804587E-01   0.0000000000000000E+00   5.2180971318870611E+01   4.4044665286089973E-01       radiative       NSE   3.4373215099004124E-04   7.7109521711391105E-06                      ---   3.6546603665654890E-03                      ---                      ---   0.0000000000000000E+00                      ---   2.7783211956236408E-07   4.8184825719800113E-08   2.7982795183008606E-05   1.6218761204574904E-05   4.3522711957777070E-05   2.1784368238314243E-03   1.7238609478681738E-01                      ---   1.6229109369096737E-04   3.1831936168875047E-09   3.2367309310759023E-03   8.1794222902504976E-01
  15:    1.7186688000012406E+32   1.9341389124596052E+07  -1.6142807650827438E+07   5.0100907805258484E+09   7.4440080865803585E+09   3.7103544033672372E+27   2.0620041112525015E+18   7.4765419346297279E-01   0.0000000000000000E+00   5.2006122376323120E+01   4.4070624368026651E-01       radiative       NSE   3.4912520887324546E-04   8.3963720271605789E-06                      ---   3.8678076015758443E-03                      ---                      ---   0.0000000000000000E+00                      ---   3.0284743327673799E-07   5.5862334085679316E-08   3.0349733140863235E-05   1.7578585914175108E-05   4.5454443601078717E-05   2.2023010510441904E-03   1.7169206450118277E-01                      ---   1.8335453041449026E-04   3.8881097471991954E-09   3.5336381711843288E-03   8.1806950024723601E-01
  16:    1.8937184000033449E+32   2.0075208145489872E+07  -1.6752789360088587E+07   4.8866794721150570E+09   7.4536348037001581E+09   3.5964726862059405E+27   2.0486845233811041E+18   7.5331135752454148E-01   0.0000000000000000E+00   5.1833675536929150E+01   4.4095648461409181E-01       radiative       NSE   3.5421966316600688E-04   9.1083017170889299E-06                      ---   4.0829504784357668E-03                      ---                      ---   0.0000000000000000E+00                      ---   3.2867116440049976E-07   6.4328542719008337E-08   3.2789022639825840E-05   1.8977155208698468E-05   4.7355051967341464E-05   2.2243009589520313E-03   1.7099727620075758E-01                      ---   2.0600366989477310E-04   4.7068497818345873E-09   3.8420050821776166E-03   8.1818454285722386E-01
  17:    2.0687680000064637E+32   2.0775317879470110E+07  -1.7334531557074785E+07   4.7687802376473875E+09   7.4625222740261154E+09   3.4883603913694768E+27   2.0357409570697262E+18   7.5887652921907967E-01   0.0000000000000000E+00   5.1663312033432902E+01   4.4119872457640968E-01       radiative       NSE   3.5901684593971420E-04   9.8473857263791235E-06                      ---   4.3002096234053093E-03                      ---                      ---   0.0000000000000000E+00                      ---   3.5529724293294561E-07   7.3638802857010332E-08   3.5302077824315685E-05   2.0415189300198326E-05   4.9226066050283196E-05   2.2445626383314141E-03   1.7030012866453612E-01                      ---   2.3033102320053843E-04   5.6535686065964870E-09   4.1624468474129022E-03   8.1828799795627405E-01
  18:    2.2438176000105971E+32   2.1446599878692299E+07  -1.7892115483787775E+07   4.6557938916041861E+09   7.4707199520478506E+09   3.3853909134823929E+27   2.0231259249229245E+18   7.6436374445398858E-01   0.0000000000000000E+00   5.1494741457940322E+01   4.4143402353697225E-01       radiative       NSE   3.6352371196176166E-04   1.0614311442631159E-05                      ---   4.5197057744977816E-03                      ---                      ---   0.0000000000000000E+00                      ---   3.8272123305603981E-07   8.3851410043405045E-08   3.7890266791505905E-05   2.1893353460367883E-05   5.1068985349610275E-05   2.2632048121476048E-03   1.6959967513316399E-01                      ---   2.5643107809598676E-04   6.7438355940356907E-09   4.4955198104518600E-03   8.1837991076131633E-01
  19:    2.4188672000157451E+32   2.2092945113185845E+07  -1.8428793313944459E+07   4.5472310872018175E+09   7.4782676283261232E+09   3.2870512450006394E+27   2.0108010522687657E+18   7.6978376263305170E-01   0.0000000000000000E+00   5.1327750545527152E+01   4.4166327191510441E-01       radiative       NSE   3.6774354305605788E-04   1.1409671610966673E-05                      ---   4.7415086432804118E-03                      ---                      ---   0.0000000000000000E+00                      ---   4.1093404976779747E-07   9.5027488590976506E-08   4.0554675388492323E-05   2.3412159592719687E-05   5.2884726548073038E-05   2.2803217616554038E-03   1.6889498938570216E-01                      ---   2.8440388672522197E-04   7.9948471026000874E-09   4.8417973627798046E-03   8.1846036359432983E-01
  20:    2.5939168000219999E+32   2.2717511760409173E+07  -1.8947204848477066E+07   4.4426857581935921E+09   7.4851943467845869E+09   3.1929142926117069E+27   1.9987369732039995E+18   7.7514466118235181E-01   0.0000000000000000E+00   5.1162210634063939E+01   4.4188721907661299E-01       radiative       NSE   3.7167504992034154E-04   1.2233871367304290E-05                      ---   4.9656170074260288E-03                      ---                      ---   0.0000000000000000E+00                      ---   4.3991775496023672E-07   1.0722987924744972E-07   4.3295823927579976E-05   2.4971810898273746E-05   5.4673420112042034E-05   2.2959827875339059E-03   1.6818514464756723E-01                      ---   3.1435370971202419E-04   9.4254805733964961E-09   5.2018605777355634E-03   8.1852952978201254E-01
  21:    2.7689664000295459E+32   2.3322903450771678E+07  -1.9449526827444732E+07   4.3418148750043325E+09   7.4915289195178957E+09   3.1026194100381755E+27   1.9869048202761469E+18   7.8045455675384257E-01   0.0000000000000000E+00   5.0998001976264327E+01   4.4210649146519787E-01       radiative       NSE   3.7531956924255244E-04   1.3087348441006026E-05                      ---   5.1920343433522536E-03                      ---                      ---   0.0000000000000000E+00                      ---   4.6965509467747217E-07   1.2052478728905769E-07   4.6114264985336732E-05   2.6572519368323616E-05   5.6435261614451237E-05   2.3102541017827301E-03   1.6746946796700107E-01                      ---   3.4638974117624641E-04   1.1056515800988711E-08   5.5762865137673496E-03   8.1858732352877894E-01
  22:    2.9440160000385677E+32   2.3911295670907114E+07  -1.9937577142236471E+07   4.2443261845765138E+09   7.4972888834428110E+09   3.0158583336925126E+27   1.9752848071767629E+18   7.8571978370953777E-01   0.0000000000000000E+00   5.0835090455829224E+01   4.4232164160637782E-01       radiative       NSE   3.7867203724309683E-04   1.3970291686969637E-05                      ---   5.4206814368085478E-03                      ---                      ---   0.0000000000000000E+00                      ---   5.0011714422572075E-07   1.3497976633433347E-07   4.9009883992129481E-05   2.8214145886916582E-05   5.8169584825647035E-05   2.3231770793971781E-03   1.6674710323325145E-01                      ---   3.8062713838782445E-04   1.2910751098678697E-08   5.9656919758551462E-03   8.1863391255694373E-01
  23:    3.1190656000491575E+32   2.4484527729259428E+07  -2.0412891954087436E+07   4.1499675748809490E+09   7.5024939153158159E+09   2.9323647772545609E+27   1.9638566126434376E+18   7.9094576125977067E-01   0.0000000000000000E+00   5.0673430199344821E+01   4.4253314995649867E-01       radiative       NSE   3.8173048283266322E-04   1.4882973651193650E-05                      ---   5.6515012011016229E-03                      ---                      ---   0.0000000000000000E+00                      ---   5.3127787534790258E-07   1.5066675370413321E-07   5.1982808272348159E-05   2.9896683693632924E-05   5.9876020119211548E-05   2.3347955592430678E-03   1.6601736278010729E-01                      ---   4.1718896710901871E-04   1.5013381636157854E-08   6.3707204542116039E-03   8.1866923310159945E-01
  24:    3.2941152000614997E+32   2.5044171008624580E+07  -2.0876782902975023E+07   4.0585195168234777E+09   7.5071653148893938E+09   2.8519065791642709E+27   1.9526037075018522E+18   7.9613721454228159E-01   0.0000000000000000E+00   5.0512962445691699E+01   4.4274143792269571E-01       radiative       NSE   3.8449562529804023E-04   1.5825765993416806E-05                      ---   5.8844604944107348E-03                      ---                      ---   0.0000000000000000E+00                      ---   5.6311477947739390E-07   1.6766267536433640E-07   5.5033443943757921E-05   3.1620278248506849E-05   6.1554495675312794E-05   2.3451556560048106E-03   1.6527969565900946E-01                      ---   4.5620691586181354E-04   1.7392284898488659E-08   6.7920441159126039E-03   8.1869301763007829E-01
  25:    3.4691648000757788E+32   2.5591580500067472E+07  -2.1330380285996675E+07   3.9697895875682077E+09   7.5113205050475969E+09   2.7742796706412723E+27   1.9415116985362135E+18   8.0129778195660528E-01   0.0000000000000000E+00   5.0353655029478247E+01   4.4294689033914786E-01       radiative       NSE   3.8696635173300094E-04   1.6798994234703746E-05                      ---   6.1195046017709521E-03                      ---                      ---   0.0000000000000000E+00                      ---   5.9560246177558497E-07   1.8604875753110458E-07   5.8162122450989300E-05   3.3385046312647483E-05   6.3204756881970591E-05   2.3542946704955816E-03   1.6453347440978178E-01                      ---   4.9782283244875758E-04   2.0078319034807802E-08   7.2303922569199684E-03   8.1870504038053804E-01
  26:    3.6442144000918103E+32   2.6127934424847938E+07  -2.1774667083691716E+07   3.8836075126588330E+09   7.5149790001296492E+09   2.6993033686148527E+27   1.9305653201322545E+18   8.0643085364525624E-01   0.0000000000000000E+00   5.0195455471171826E+01   4.4314984891979592E-01       radiative       NSE   3.8914444042783587E-04   1.7803116996781538E-05                      ---   6.3566100536846786E-03                      ---                      ---   0.0000000000000000E+00                      ---   6.2872041464226755E-07   2.0591248397411460E-07   6.1369541405837224E-05   3.5191303784371738E-05   6.4826909993582474E-05   2.3622539700039551E-03   1.6377820132560372E-01                      ---   5.4218901276956535E-04   2.3105721792249022E-08   7.6865279186894824E-03   8.1870486236621998E-01
  27:    3.8192640001096865E+32   2.6654265091568261E+07  -2.2210505562138796E+07   3.7998216472113905E+09   7.5181525509904642E+09   2.6268166524068431E+27   1.9197582871421297E+18   8.1153969559952088E-01   0.0000000000000000E+00   5.0038368612399644E+01   4.4335063712013345E-01       radiative       NSE   3.9102664282649450E-04   1.8838402884954156E-05                      ---   6.5956915562682631E-03                      ---                      ---   0.0000000000000000E+00                      ---   6.6243886805836752E-07   2.2734501483455928E-07   6.4655957214354801E-05   3.7039146964783519E-05   6.6420467112113208E-05   2.3690583456432040E-03   1.6301316541180946E-01                      ---   5.8946976438619986E-04   2.6512398366690417E-08   8.1612939400344427E-03   8.1869225095666220E-01
  28:    3.9943136001294997E+32   2.7171483115397591E+07  -2.2638655319054246E+07   3.7182970482149057E+09   7.5208130423433523E+09   2.5566751833005078E+27   1.9090761831779295E+18   8.1662362013306622E-01   0.0000000000000000E+00   4.9882704853857753E+01   4.4354980944945555E-01       radiative       NSE   3.9257018928504832E-04   1.9904175036048546E-05                      ---   6.8363306777849400E-03                      ---                      ---   0.0000000000000000E+00                      ---   6.9668464462578670E-07   2.5044679582636269E-07   6.8020429120598758E-05   3.8928242301315409E-05   6.7981841156447445E-05   2.3746383271933580E-03   1.6223521021867193E-01                      ---   6.3989396999522585E-04   3.0343559889010006E-08   8.6562746733701533E-03   8.1866908551826945E-01
  29:    4.1693632001512497E+32   2.7680397031478502E+07  -2.3059790102130711E+07   3.6389109291209598E+09   7.5229756890216141E+09   2.4887488872957251E+27   1.8985103828197519E+18   8.2168596918814452E-01   0.0000000000000000E+00   4.9728443926218603E+01   4.4374766393490039E-01       radiative       NSE   3.9377450990627454E-04   2.1000894769826935E-05                      ---   7.0784739205356443E-03                      ---                      ---   0.0000000000000000E+00                      ---   7.3143392003009202E-07   2.7532874546279584E-07   7.1464165009166967E-05   4.0859256979879423E-05   6.9511120965294075E-05   2.3790223990907884E-03   1.6144357088147546E-01                      ---   6.9367518327645200E-04   3.4648264152761451E-08   9.1726186743564704E-03   8.1863479182936982E-01
  30:    4.3444128001751211E+32   2.8181728976321634E+07  -2.3474511090383351E+07   3.5615520182621908E+09   7.5246674314967213E+09   2.4229199804013281E+27   1.8880537212444132E+18   8.2673094809919245E-01   0.0000000000000000E+00   4.9575464478957102E+01   4.4394439709077965E-01       radiative       NSE   3.9465237696613149E-04   2.2129432966625457E-05                      ---   7.3221873749053541E-03                      ---                      ---   0.0000000000000000E+00                      ---   7.6667984541560587E-07   3.0210999487999129E-07   7.4989066599275868E-05   4.2833171772603033E-05   7.1009550560541815E-05   2.3822679394209468E-03   1.6063827908183079E-01                      ---   7.5102739868827166E-04   3.9480380908568689E-08   9.7113200646537987E-03   8.1858798868431193E-01
  31:    4.5194624002010217E+32   2.8676127372231636E+07  -2.3883357439909577E+07   3.4861196423846951E+09   7.5259031612034645E+09   2.3590813383786226E+27   1.8776992247806612E+18   8.3176113098930493E-01   0.0000000000000000E+00   4.9423728936722526E+01   4.4414026358765202E-01       radiative       NSE   3.9520550050675365E-04   2.3290481705652470E-05                      ---   7.5674521079556138E-03                      ---                      ---   0.0000000000000000E+00                      ---   8.0240599630074887E-07   3.3092104817837279E-07   7.8596952959700589E-05   4.4850990052297075E-05   7.2477596005068640E-05   2.3844048702240774E-03   1.5981865964504616E-01                      ---   8.1219909441879352E-04   4.4901381940460964E-08   1.0273646785492061E-02   8.1852781798203755E-01
  32:    4.6945120002289514E+32   2.9164177383617651E+07  -2.4286815092529893E+07   3.4125220865050302E+09   7.5266937326012278E+09   2.2971351386578784E+27   1.8674404045291021E+18   8.3677838182018949E-01   0.0000000000000000E+00   4.9273222635034656E+01   4.4433553891146926E-01       radiative       NSE   3.9543195315529630E-04   2.4484773359257172E-05                      ---   7.8142310188458238E-03                      ---                      ---   0.0000000000000000E+00                      ---   8.3859578255563736E-07   3.6190649239851584E-07   8.2290001602092861E-05   4.6913948963641896E-05   7.3915611256916014E-05   2.3854536177410923E-03   1.5898374151043082E-01                      ---   8.7747216191751153E-04   5.0981420091113197E-08   1.0861073557554422E-02   8.1845350807264539E-01
  33:    4.8695616002590947E+32   2.9646409586170860E+07  -2.4685324539232492E+07   3.3406754110323062E+09   7.5270499003361998E+09   2.2369917206545216E+27   1.8572713304794191E+18   8.4178433872265757E-01   0.0000000000000000E+00   4.9123923637162910E+01   4.4453049002368655E-01       radiative       NSE   3.9533042101435142E-04   2.5713176577692893E-05                      ---   8.0625010098210066E-03                      ---                      ---   0.0000000000000000E+00                      ---   8.7523655857762814E-07   3.9522593729335600E-07   8.6070843807273058E-05   4.9023546692137037E-05   7.5324134162549396E-05   2.3854347919765291E-03   1.5813253559854973E-01                      ---   9.4715848300544068E-04   5.7800229808831991E-08   1.1475209424387161E-02   8.1836412514683698E-01
  34:    5.0446112002913594E+32   3.0123307210020922E+07  -2.5079287787306130E+07   3.2705024541992521E+09   7.5269768302500763E+09   2.1785686226510195E+27   1.8471864983162432E+18   8.4678058038498594E-01   0.0000000000000000E+00   4.8975851567078458E+01   4.4472539670408051E-01       radiative       NSE   3.9489527316158090E-04   2.6976472307282809E-05                      ---   8.3121901959518942E-03                      ---                      ---   0.0000000000000000E+00                      ---   9.1230975298784195E-07   4.3105416822912502E-07   8.9942100966259008E-05   5.1181316053633931E-05   7.6703310424815208E-05   2.3843566389177891E-03   1.5726377922544124E-01                      ---   1.0216084252701709E-03   6.5448947550409684E-08   1.2117883323842130E-02   8.1825881652388877E-01
  35:    5.2196608003259299E+32   3.0595312217021488E+07  -2.5469071768845916E+07   3.2019321127857699E+09   7.5264668810067692E+09   2.1217897640191562E+27   1.8371802410906061E+18   8.5176775995947018E-01   0.0000000000000000E+00   4.8829126968671893E+01   4.4492063373408391E-01       radiative       NSE   3.9410754191838098E-04   2.8275211362571128E-05                      ---   8.5631100918973323E-03                      ---                      ---   0.0000000000000000E+00                      ---   9.4978365154056317E-07   4.6959049062996301E-07   9.3906599283630104E-05   5.3389022793381887E-05   7.8052372139083171E-05   2.3821954438102322E-03   1.5637524708536585E-01                      ---   1.1012480068049440E-03   7.4035222602488234E-08   1.2791482598613612E-02   8.1813722066931294E-01
  36:    5.3947104003628063E+32   3.1062830480253104E+07  -2.5855012771315634E+07   3.1348983932152052E+09   7.5255283101798687E+09   2.0665847440432196E+27   1.8272482567668508E+18   8.5674804417167727E-01   0.0000000000000000E+00   4.8683733482016983E+01   4.4511645164633784E-01       radiative       NSE   3.9296620463201117E-04   2.9610520887314265E-05                      ---   8.8152323520672062E-03                      ---                      ---   0.0000000000000000E+00                      ---   9.8764965088901357E-07   5.1105133172586830E-07   9.7968054647109789E-05   5.5648822934897764E-05   7.9372050905915847E-05   2.3789677423548092E-03   1.5546581101222107E-01                      ---   1.1865120692210109E-03   8.3679401770796054E-08   1.3498178922215994E-02   8.1799786400374297E-01
  37:    5.5697600004018040E+32   3.1526236124752548E+07  -2.6237420145426214E+07   3.0693403247348580E+09   7.5241750169148655E+09   2.0128882394116432E+27   1.8173867945234301E+18   8.6172393467553055E-01   0.0000000000000000E+00   4.8539605278566590E+01   4.4531301630448633E-01       radiative       NSE   3.9147886907016361E-04   3.0983709789514020E-05                      ---   9.0685822268576754E-03                      ---                      ---   0.0000000000000000E+00                      ---   1.0259054137440484E-06   5.5566633570340612E-07   1.0213015801896914E-04   5.7962802197846817E-05   8.0663559208660847E-05   2.3747072810877843E-03   1.5453497276709449E-01                      ---   1.2778465407761290E-03   9.4515635038084411E-08   1.4240000118120710E-02   8.1783869574404233E-01
  38:    5.7448096004430154E+32   3.1985875245633323E+07  -2.6616579369353056E+07   3.0052013957630520E+09   7.5224109822680616E+09   1.9606394829117810E+27   1.8075918982980810E+18   8.6669660528942261E-01   0.0000000000000000E+00   4.8396748328254652E+01   4.4551058882083572E-01       radiative       NSE   3.8964216976400417E-04   3.2396055191574848E-05                      ---   9.3231087070551714E-03                      ---                      ---   0.0000000000000000E+00                      ---   1.0645429787300162E-06   6.0369945394966715E-07   1.0639726726533849E-04   6.0333523662984862E-05   8.1927567118173525E-05   2.3694228027868981E-03   1.5358136180528464E-01                      ---   1.3757861902546345E-03   1.0670215476662694E-07   1.5019545147398311E-02   8.1765798904983999E-01
  39:    5.9198592004865326E+32   3.2442069120684821E+07  -2.6992754748813629E+07   2.9424289997072835E+09   7.5202389623294821E+09   1.9097818101600929E+27   1.7978576687822587E+18   8.7166691440118893E-01   0.0000000000000000E+00   4.8255170586298917E+01   4.4570944723543859E-01       radiative       NSE   3.8745184942611921E-04   3.3849013678698698E-05                      ---   9.5787621337843857E-03                      ---                      ---   0.0000000000000000E+00                      ---   1.1035581251638187E-06   6.5544827112595272E-07   1.1077445780955805E-04   6.2763984502365870E-05   8.3164871554345640E-05   2.3631205881499912E-03   1.5260343388614608E-01                      ---   1.4809368310767697E-03   1.2042301101808789E-07   1.5839733454901642E-02   8.1745379972910570E-01
